ApplicationID,ApplicantAge,EmploymentType,YearsOfExperience,MonthlyIncomeINR,RequestedLoanAmount,LoanTenureMonths,DebtToIncomeRatio,CIBIL_CreditScore,ExistingActiveLoansCount,LoanPurpose,HasCoApplicant,LoanDefaultRisk
APP_002209,22,SALARIED_GOVT,8.50,186421.07,1353169.96,24,0.27,790,2,HOME_RENOVATION,NO,0
APP_002210,36,SALARIED_GOVT,24.60,89060.78,514578.26,24,0.56,693,2,HOME_RENOVATION,YES,1
APP_002211,53,CONTRACTUAL,5.70,180842.01,2356250.46,48,0.20,728,1,BUSINESS_EXPANSION,YES,0
APP_002212,29,SELF_EMPLOYED_PROFESSIONAL,17.10,221283.93,1034399.75,84,0.60,772,4,VEHICLE_PURCHASE,YES,1
APP_002213,22,SALARIED_MNC,8.10,194628.42,1241845.01,24,0.37,652,4,MEDICAL_EMERGENCY,NO,0
APP_002214,39,SALARIED_GOVT,24.70,52543.30,1610386.53,48,0.26,721,3,HOME_RENOVATION,NO,0
APP_002215,54,SALARIED_GOVT,3.70,139817.86,1177578.80,24,0.35,720,0,DEBT_CONSOLIDATION,NO,0
APP_002216,58,BUSINESS_OWNER,16.20,253781.29,423511.91,60,0.41,661,2,BUSINESS_EXPANSION,YES,0
APP_002217,34,BUSINESS_OWNER,23.50,199169.21,906553.62,12,0.73,571,1,MEDICAL_EMERGENCY,NO,1
APP_002218,51,SALARIED_MNC,13.50,138594.90,1830570.69,120,0.74,645,5,EDUCATION,NO,1
APP_002219,38,BUSINESS_OWNER,4.70,148394.80,1192795.87,48,0.58,748,4,HOME_RENOVATION,NO,1
APP_002220,52,SALARIED_GOVT,4.10,53395.01,1013761.15,60,0.65,722,1,MEDICAL_EMERGENCY,YES,1
APP_002221,48,SALARIED_MNC,21.20,247635.29,305795.52,48,0.25,591,1,VEHICLE_PURCHASE,NO,1
APP_002222,39,BUSINESS_OWNER,11.70,270390.13,1195748.79,120,0.48,703,0,DEBT_CONSOLIDATION,YES,0
APP_002223,50,SALARIED_MNC,0.90,90863.34,2418238.26,60,0.31,725,5,VEHICLE_PURCHASE,YES,0
APP_002224,33,SALARIED_GOVT,1.90,265727.41,2334681.21,48,0.59,740,1,HOME_RENOVATION,YES,1
APP_002225,34,BUSINESS_OWNER,16.90,266393.12,2328880.58,24,0.21,579,1,EDUCATION,YES,1
APP_002226,42,SALARIED_GOVT,9.50,264047.26,934370.00,60,0.52,658,1,VEHICLE_PURCHASE,YES,0
APP_002227,21,SALARIED_MNC,7.30,128407.21,1790953.90,60,0.49,593,1,HOME_RENOVATION,NO,1
APP_002228,25,SALARIED_MNC,7.90,260978.70,1612426.68,60,0.31,707,5,MEDICAL_EMERGENCY,YES,0
APP_002229,22,SALARIED_GOVT,5.90,173308.46,1255455.34,120,0.30,642,4,BUSINESS_EXPANSION,NO,0
APP_002230,45,SALARIED_MNC,13.50,319363.14,365387.47,120,0.52,764,1,DEBT_CONSOLIDATION,YES,0
APP_002231,62,SALARIED_MNC,7.10,246274.97,255534.59,36,0.35,809,2,BUSINESS_EXPANSION,NO,0
APP_002232,61,CONTRACTUAL,13.50,198172.75,2010675.34,12,0.70,606,4,DEBT_CONSOLIDATION,YES,1
APP_002233,21,SELF_EMPLOYED_PROFESSIONAL,19.60,193806.68,734994.97,84,0.18,689,1,VEHICLE_PURCHASE,NO,0
APP_002234,42,SALARIED_GOVT,21.60,197821.79,1267608.35,24,0.13,779,0,DEBT_CONSOLIDATION,NO,0
APP_002235,29,SELF_EMPLOYED_PROFESSIONAL,4.40,176018.40,289931.21,60,0.75,707,3,HOME_RENOVATION,NO,1
APP_002236,38,SELF_EMPLOYED_PROFESSIONAL,15.10,330331.23,1686049.64,60,0.43,576,5,DEBT_CONSOLIDATION,YES,1
APP_002237,62,BUSINESS_OWNER,11.80,188899.41,953007.12,24,0.27,719,5,HOME_RENOVATION,YES,0
APP_002238,60,CONTRACTUAL,20.20,61039.32,1228946.29,60,0.25,676,4,HOME_RENOVATION,YES,0
APP_002239,53,BUSINESS_OWNER,2.10,215768.03,2499372.50,84,0.74,631,0,DEBT_CONSOLIDATION,YES,1
APP_002240,34,SALARIED_MNC,15.20,143618.16,1089217.37,12,0.20,688,2,BUSINESS_EXPANSION,NO,0
APP_002241,26,SELF_EMPLOYED_PROFESSIONAL,3.20,113873.31,1154982.82,120,0.42,655,1,VEHICLE_PURCHASE,YES,0
APP_002242,54,SALARIED_GOVT,22.30,201803.67,389744.57,84,0.38,803,0,VEHICLE_PURCHASE,NO,0
APP_002243,41,CONTRACTUAL,20.00,234432.11,484847.70,84,0.30,769,0,DEBT_CONSOLIDATION,YES,0
APP_002244,32,SALARIED_MNC,10.30,293279.96,811719.91,120,0.24,818,5,DEBT_CONSOLIDATION,NO,0
APP_002245,21,SALARIED_GOVT,10.70,278431.48,1786291.69,36,0.24,680,0,VEHICLE_PURCHASE,NO,0
APP_002246,35,SELF_EMPLOYED_PROFESSIONAL,4.50,86184.33,2333019.67,12,0.69,558,3,DEBT_CONSOLIDATION,NO,1
APP_002247,61,SALARIED_MNC,1.20,286135.51,2396644.18,12,0.47,760,3,BUSINESS_EXPANSION,NO,0
APP_002248,47,SELF_EMPLOYED_PROFESSIONAL,3.00,320192.84,2289959.74,60,0.36,810,4,MEDICAL_EMERGENCY,YES,0
APP_002249,42,SELF_EMPLOYED_PROFESSIONAL,23.20,105015.89,1506525.97,12,0.65,776,0,BUSINESS_EXPANSION,YES,1
APP_002250,36,SELF_EMPLOYED_PROFESSIONAL,3.90,146985.01,1817159.90,120,0.38,774,5,EDUCATION,YES,0
APP_002251,55,CONTRACTUAL,17.50,185211.21,1409512.33,84,0.19,738,1,VEHICLE_PURCHASE,YES,0
APP_002252,34,SELF_EMPLOYED_PROFESSIONAL,10.80,51825.15,2404829.87,60,0.62,750,0,EDUCATION,YES,1
APP_002253,21,SALARIED_GOVT,8.40,279024.42,416301.06,36,0.47,762,5,MEDICAL_EMERGENCY,NO,0
APP_002254,32,SALARIED_GOVT,7.00,40996.41,370970.31,84,0.13,685,4,HOME_RENOVATION,NO,0
APP_002255,43,SALARIED_MNC,21.50,288653.26,1942703.50,12,0.71,658,4,VEHICLE_PURCHASE,YES,1
APP_002256,29,BUSINESS_OWNER,14.30,344614.85,937496.72,12,0.70,653,0,VEHICLE_PURCHASE,NO,1
APP_002257,61,SALARIED_GOVT,8.00,154096.22,2146288.22,24,0.26,678,1,HOME_RENOVATION,NO,0
APP_002258,38,SALARIED_MNC,10.70,70462.91,225239.78,60,0.65,821,0,VEHICLE_PURCHASE,NO,1
APP_002259,50,CONTRACTUAL,2.10,290745.48,183731.91,84,0.50,803,3,EDUCATION,YES,0
APP_002260,45,CONTRACTUAL,6.90,294912.11,733373.02,120,0.35,589,5,HOME_RENOVATION,YES,1
APP_002261,45,SELF_EMPLOYED_PROFESSIONAL,7.70,290872.19,592831.26,48,0.23,589,3,EDUCATION,YES,1
APP_002262,34,BUSINESS_OWNER,13.00,69761.08,1022279.55,12,0.61,751,0,HOME_RENOVATION,YES,1
APP_002263,35,BUSINESS_OWNER,3.70,217521.67,1657672.84,36,0.22,766,5,MEDICAL_EMERGENCY,NO,0
APP_002264,34,SALARIED_MNC,20.50,189693.97,1711201.34,36,0.30,565,1,BUSINESS_EXPANSION,NO,1
APP_002265,52,SALARIED_MNC,20.00,163445.19,1749727.14,36,0.54,656,3,MEDICAL_EMERGENCY,NO,0
APP_002266,56,SALARIED_GOVT,1.90,206574.57,2040843.99,60,0.73,622,3,DEBT_CONSOLIDATION,YES,1
APP_002267,59,CONTRACTUAL,24.60,51956.50,2314180.85,84,0.29,585,4,EDUCATION,NO,1
APP_002268,39,SALARIED_MNC,12.80,31679.46,1420554.30,84,0.65,727,1,VEHICLE_PURCHASE,NO,1
APP_002269,61,SALARIED_MNC,9.10,67063.91,2200239.03,36,0.29,818,4,HOME_RENOVATION,YES,0
APP_002270,24,CONTRACTUAL,9.50,316321.94,187575.13,48,0.67,840,4,HOME_RENOVATION,NO,1
APP_002271,21,SALARIED_MNC,5.00,211740.12,1093810.39,48,0.67,613,1,BUSINESS_EXPANSION,YES,1
APP_002272,51,SALARIED_GOVT,13.50,51533.24,975787.91,120,0.55,819,3,DEBT_CONSOLIDATION,YES,0
APP_002273,28,BUSINESS_OWNER,11.00,153083.16,407419.53,12,0.54,801,4,HOME_RENOVATION,YES,0
APP_002274,35,SALARIED_MNC,10.70,300590.84,2259474.64,120,0.13,747,2,DEBT_CONSOLIDATION,YES,0
APP_002275,31,BUSINESS_OWNER,15.50,340562.25,1564406.19,12,0.27,766,4,BUSINESS_EXPANSION,YES,0
APP_002276,26,CONTRACTUAL,8.10,97597.72,458327.83,84,0.24,739,1,EDUCATION,NO,0
APP_002277,30,CONTRACTUAL,11.00,170339.21,747769.21,60,0.49,610,2,EDUCATION,YES,1
APP_002278,24,BUSINESS_OWNER,8.10,266891.33,1087976.60,60,0.42,728,2,HOME_RENOVATION,NO,0
APP_002279,31,CONTRACTUAL,15.90,158584.82,549615.77,60,0.31,764,5,DEBT_CONSOLIDATION,YES,0
APP_002280,44,BUSINESS_OWNER,13.80,288120.24,119169.61,60,0.65,626,3,BUSINESS_EXPANSION,NO,1
APP_002281,59,SALARIED_GOVT,22.80,273020.45,1341807.37,120,0.60,692,0,VEHICLE_PURCHASE,YES,1
APP_002282,59,CONTRACTUAL,6.70,123034.68,446492.22,24,0.58,629,3,BUSINESS_EXPANSION,NO,1
APP_002283,32,BUSINESS_OWNER,15.70,247541.44,1422509.51,12,0.14,777,4,DEBT_CONSOLIDATION,YES,0
APP_002284,40,SALARIED_MNC,8.20,121346.28,382312.02,84,0.12,842,3,BUSINESS_EXPANSION,YES,0
APP_002285,59,SALARIED_MNC,19.60,74136.66,1453248.45,60,0.14,798,2,EDUCATION,NO,0
APP_002286,32,SELF_EMPLOYED_PROFESSIONAL,14.70,64465.36,2217676.64,120,0.58,565,1,VEHICLE_PURCHASE,YES,1
APP_002287,41,SALARIED_GOVT,9.40,190842.10,1705195.17,24,0.62,623,0,VEHICLE_PURCHASE,YES,1
APP_002288,23,SALARIED_MNC,2.10,319609.29,2068935.86,84,0.65,814,0,DEBT_CONSOLIDATION,YES,1
APP_002289,45,BUSINESS_OWNER,19.40,117116.31,398108.88,12,0.23,644,2,HOME_RENOVATION,NO,0
APP_002290,23,CONTRACTUAL,23.20,33648.84,442205.69,84,0.24,623,0,HOME_RENOVATION,YES,1
APP_002291,52,SELF_EMPLOYED_PROFESSIONAL,12.10,259888.53,1454815.99,12,0.27,643,5,MEDICAL_EMERGENCY,YES,0
APP_002292,33,SALARIED_GOVT,7.50,321494.89,1055893.36,120,0.61,807,1,BUSINESS_EXPANSION,NO,1
APP_002293,59,CONTRACTUAL,18.10,116863.24,1856514.53,24,0.73,630,3,EDUCATION,NO,1
APP_002294,54,SALARIED_MNC,11.50,46185.15,393194.45,24,0.32,694,0,VEHICLE_PURCHASE,YES,0
APP_002295,44,SALARIED_GOVT,22.20,198249.29,1389269.52,24,0.44,553,1,HOME_RENOVATION,NO,1
APP_002296,26,BUSINESS_OWNER,22.00,209015.98,265060.46,36,0.57,630,2,EDUCATION,YES,1
APP_002297,56,SALARIED_MNC,11.10,343739.08,2225980.63,12,0.42,571,5,DEBT_CONSOLIDATION,NO,1
APP_002298,45,BUSINESS_OWNER,5.80,209391.33,936452.64,12,0.20,550,1,HOME_RENOVATION,NO,1
APP_002299,53,SELF_EMPLOYED_PROFESSIONAL,3.40,279903.72,2307068.25,12,0.62,679,2,HOME_RENOVATION,NO,1
APP_002300,61,CONTRACTUAL,21.90,89743.37,1066979.90,60,0.27,618,0,DEBT_CONSOLIDATION,NO,1
APP_002301,57,CONTRACTUAL,13.80,41000.19,837044.29,84,0.61,782,0,BUSINESS_EXPANSION,NO,1
APP_002302,42,BUSINESS_OWNER,22.20,94923.58,1211084.83,12,0.15,659,2,EDUCATION,YES,0
APP_002303,32,SALARIED_GOVT,16.60,295168.09,568053.93,60,0.43,743,2,VEHICLE_PURCHASE,YES,0
APP_002304,50,SALARIED_GOVT,3.60,79942.92,206279.26,60,0.47,704,3,EDUCATION,NO,0
APP_002305,24,SALARIED_MNC,2.80,263576.76,2089992.75,48,0.35,709,1,MEDICAL_EMERGENCY,YES,0
APP_002306,30,SALARIED_GOVT,1.00,53528.71,241229.56,36,0.11,675,5,HOME_RENOVATION,NO,0
APP_002307,61,SALARIED_GOVT,24.00,137855.15,2214580.37,60,0.16,842,2,EDUCATION,YES,0
APP_002308,53,CONTRACTUAL,15.70,121632.62,791803.36,48,0.63,649,0,MEDICAL_EMERGENCY,NO,1
APP_002309,36,SELF_EMPLOYED_PROFESSIONAL,25.00,117364.73,435938.16,60,0.27,730,4,DEBT_CONSOLIDATION,YES,0
APP_002310,45,SALARIED_GOVT,7.20,170318.69,1523061.26,84,0.19,637,3,BUSINESS_EXPANSION,YES,1
APP_002311,34,SELF_EMPLOYED_PROFESSIONAL,2.00,33092.46,1719102.16,60,0.71,567,4,DEBT_CONSOLIDATION,NO,1
APP_002312,62,SELF_EMPLOYED_PROFESSIONAL,0.90,134928.58,1444213.47,120,0.43,614,4,HOME_RENOVATION,NO,1
APP_002313,34,SALARIED_GOVT,0.70,341078.96,685860.58,48,0.15,817,5,VEHICLE_PURCHASE,YES,0
APP_002314,52,SELF_EMPLOYED_PROFESSIONAL,8.50,81845.60,123664.80,48,0.12,673,4,MEDICAL_EMERGENCY,NO,0
APP_002315,62,SALARIED_MNC,11.50,349594.43,101869.99,24,0.16,567,5,HOME_RENOVATION,YES,1
APP_002316,36,BUSINESS_OWNER,17.80,28134.16,892381.48,48,0.53,789,0,HOME_RENOVATION,YES,1
APP_002317,34,SELF_EMPLOYED_PROFESSIONAL,8.80,327018.93,1425648.90,36,0.14,567,4,BUSINESS_EXPANSION,YES,1
APP_002318,38,SELF_EMPLOYED_PROFESSIONAL,8.00,232077.21,1563316.79,48,0.42,806,3,MEDICAL_EMERGENCY,YES,0
APP_002319,30,SELF_EMPLOYED_PROFESSIONAL,9.70,108194.76,972083.68,60,0.51,800,2,VEHICLE_PURCHASE,NO,0
APP_002320,29,SALARIED_MNC,9.30,54143.58,2058678.75,84,0.26,639,1,DEBT_CONSOLIDATION,NO,1
APP_002321,31,BUSINESS_OWNER,12.50,46474.26,1275060.89,60,0.66,850,4,HOME_RENOVATION,YES,1
APP_002322,56,CONTRACTUAL,3.80,56825.34,2131677.50,84,0.21,747,4,MEDICAL_EMERGENCY,NO,0
APP_002323,46,SALARIED_MNC,24.30,220420.35,431242.20,48,0.10,574,2,BUSINESS_EXPANSION,YES,1
APP_002324,33,BUSINESS_OWNER,8.90,246592.76,716790.27,36,0.49,842,3,EDUCATION,YES,0
APP_002325,42,SALARIED_MNC,24.90,342063.01,245326.26,36,0.15,677,0,VEHICLE_PURCHASE,NO,0
APP_002326,24,BUSINESS_OWNER,21.60,264799.17,1741089.01,24,0.59,593,1,MEDICAL_EMERGENCY,NO,1
APP_002327,49,SELF_EMPLOYED_PROFESSIONAL,18.50,268268.86,410444.81,120,0.57,718,5,HOME_RENOVATION,NO,1
APP_002328,32,SALARIED_MNC,16.20,197829.85,2139630.82,120,0.54,561,2,DEBT_CONSOLIDATION,NO,1
APP_002329,54,CONTRACTUAL,1.30,200060.49,1761847.53,24,0.45,711,5,BUSINESS_EXPANSION,NO,0
APP_002330,59,BUSINESS_OWNER,22.60,34438.35,1638997.64,36,0.67,824,5,BUSINESS_EXPANSION,YES,1
APP_002331,62,CONTRACTUAL,23.80,211535.55,2117677.47,60,0.31,682,4,DEBT_CONSOLIDATION,NO,0
APP_002332,34,SALARIED_MNC,14.80,145115.31,2369517.46,24,0.68,723,5,BUSINESS_EXPANSION,NO,1
APP_002333,60,SALARIED_GOVT,0.80,295544.41,1446409.64,36,0.61,581,2,HOME_RENOVATION,YES,1
APP_002334,24,BUSINESS_OWNER,7.20,137126.64,1229708.21,48,0.74,790,2,HOME_RENOVATION,YES,1
APP_002335,50,BUSINESS_OWNER,23.20,121142.00,279092.44,12,0.35,776,1,VEHICLE_PURCHASE,NO,0
APP_002336,38,CONTRACTUAL,8.60,111341.91,1862432.74,84,0.53,825,2,DEBT_CONSOLIDATION,NO,0
APP_002337,56,CONTRACTUAL,24.00,93631.95,1895589.57,60,0.59,658,3,MEDICAL_EMERGENCY,YES,1
APP_002338,36,SALARIED_MNC,16.40,287971.74,1249751.62,120,0.20,697,2,VEHICLE_PURCHASE,NO,0
APP_002339,47,BUSINESS_OWNER,11.00,281231.72,568959.73,12,0.54,689,2,BUSINESS_EXPANSION,YES,0
APP_002340,51,BUSINESS_OWNER,22.50,138992.48,1399302.74,84,0.73,806,0,DEBT_CONSOLIDATION,YES,1
APP_002341,52,CONTRACTUAL,11.20,32667.27,476071.54,60,0.65,667,1,BUSINESS_EXPANSION,YES,1
APP_002342,39,SALARIED_MNC,18.40,256786.76,1070156.39,48,0.36,701,5,EDUCATION,NO,0
APP_002343,54,CONTRACTUAL,15.70,148833.30,1565344.42,24,0.37,569,2,MEDICAL_EMERGENCY,NO,1
APP_002344,56,SELF_EMPLOYED_PROFESSIONAL,19.10,122533.59,1051335.23,48,0.52,772,3,DEBT_CONSOLIDATION,NO,0
APP_002345,37,SALARIED_GOVT,11.30,207670.81,2145601.90,12,0.55,844,3,EDUCATION,YES,0
APP_002346,25,SELF_EMPLOYED_PROFESSIONAL,6.50,345597.99,977008.24,24,0.61,642,1,HOME_RENOVATION,NO,1
APP_002347,32,SALARIED_MNC,14.60,300482.65,1651743.23,24,0.41,774,2,MEDICAL_EMERGENCY,NO,0
APP_002348,33,CONTRACTUAL,5.60,247735.47,714170.47,12,0.38,748,0,DEBT_CONSOLIDATION,NO,0
APP_002349,43,SALARIED_MNC,5.90,89740.20,221057.25,12,0.53,820,1,EDUCATION,YES,0
APP_002350,48,SALARIED_MNC,2.20,157190.75,1541606.63,60,0.32,721,2,HOME_RENOVATION,NO,0
APP_002351,44,BUSINESS_OWNER,19.50,46790.47,1973485.34,24,0.12,803,4,EDUCATION,YES,0
APP_002352,35,SALARIED_GOVT,2.50,344012.82,593396.73,12,0.41,658,0,EDUCATION,YES,0
APP_002353,49,SALARIED_GOVT,1.50,347159.83,2247275.61,24,0.73,699,0,BUSINESS_EXPANSION,YES,1
APP_002354,28,SELF_EMPLOYED_PROFESSIONAL,22.70,228020.06,2119104.66,60,0.51,799,2,MEDICAL_EMERGENCY,NO,0
APP_002355,24,SALARIED_MNC,12.80,230078.39,364549.82,12,0.61,625,5,EDUCATION,NO,1
APP_002356,61,CONTRACTUAL,13.70,184067.21,2071230.86,60,0.71,671,1,HOME_RENOVATION,YES,1
APP_002357,39,CONTRACTUAL,16.60,178755.93,2293285.46,84,0.41,659,0,HOME_RENOVATION,YES,0
APP_002358,58,BUSINESS_OWNER,24.00,239305.82,321693.76,60,0.16,658,2,VEHICLE_PURCHASE,NO,0
APP_002359,54,SALARIED_MNC,24.80,125792.90,552070.49,120,0.55,599,4,EDUCATION,YES,1
APP_002360,54,SELF_EMPLOYED_PROFESSIONAL,17.90,263845.05,1248926.69,36,0.74,570,4,BUSINESS_EXPANSION,YES,1
APP_002361,32,BUSINESS_OWNER,6.50,255510.34,1415446.06,120,0.47,752,0,HOME_RENOVATION,NO,0
APP_002362,49,SELF_EMPLOYED_PROFESSIONAL,10.40,228426.01,130402.51,24,0.28,787,0,HOME_RENOVATION,NO,0
APP_002363,45,CONTRACTUAL,24.80,117553.30,452881.07,48,0.10,706,3,MEDICAL_EMERGENCY,NO,0
APP_002364,23,CONTRACTUAL,4.10,86728.30,668115.15,12,0.28,761,3,MEDICAL_EMERGENCY,YES,0
APP_002365,52,SALARIED_MNC,1.10,90979.10,735331.24,84,0.70,676,0,VEHICLE_PURCHASE,YES,1
APP_002366,58,SALARIED_GOVT,9.20,118625.65,1669616.54,84,0.59,673,5,HOME_RENOVATION,NO,1
APP_002367,41,CONTRACTUAL,21.90,46399.61,303569.23,12,0.61,718,2,EDUCATION,NO,1
APP_002368,29,SELF_EMPLOYED_PROFESSIONAL,11.00,286963.95,279863.59,120,0.71,757,4,MEDICAL_EMERGENCY,YES,1
APP_002369,27,BUSINESS_OWNER,1.50,208193.28,1776162.95,36,0.57,581,3,DEBT_CONSOLIDATION,YES,1
APP_002370,21,SELF_EMPLOYED_PROFESSIONAL,24.00,120710.93,1795096.28,84,0.20,833,1,EDUCATION,NO,0
APP_002371,26,CONTRACTUAL,3.50,48303.43,437162.51,120,0.19,550,5,VEHICLE_PURCHASE,YES,1
APP_002372,59,SALARIED_GOVT,23.50,189312.83,1019925.93,60,0.35,644,2,MEDICAL_EMERGENCY,YES,0
APP_002373,57,CONTRACTUAL,13.00,278871.96,1867666.34,120,0.56,612,4,MEDICAL_EMERGENCY,NO,1
APP_002374,27,BUSINESS_OWNER,6.10,50432.84,789354.09,36,0.32,740,1,BUSINESS_EXPANSION,NO,0
APP_002375,53,SALARIED_GOVT,24.80,104066.44,1490306.16,12,0.37,731,0,DEBT_CONSOLIDATION,YES,0
APP_002376,35,SALARIED_GOVT,1.80,109753.32,1503784.98,48,0.29,576,0,DEBT_CONSOLIDATION,NO,1
APP_002377,39,BUSINESS_OWNER,8.40,176737.58,874545.28,12,0.21,807,5,EDUCATION,NO,0
APP_002378,40,SELF_EMPLOYED_PROFESSIONAL,3.40,102297.26,1484340.31,48,0.17,773,4,DEBT_CONSOLIDATION,NO,0
APP_002379,24,SALARIED_GOVT,17.00,310272.60,386022.01,60,0.31,814,3,DEBT_CONSOLIDATION,YES,0
APP_002380,40,SALARIED_MNC,6.40,92632.86,1147910.42,24,0.36,767,0,EDUCATION,NO,0
APP_002381,22,SELF_EMPLOYED_PROFESSIONAL,7.60,258983.12,2195832.58,60,0.45,850,0,HOME_RENOVATION,NO,0
APP_002382,25,BUSINESS_OWNER,22.00,123535.41,832702.89,120,0.33,848,3,DEBT_CONSOLIDATION,YES,0
APP_002383,56,SALARIED_GOVT,18.90,349430.21,900675.15,24,0.40,558,2,HOME_RENOVATION,NO,1
APP_002384,52,SALARIED_GOVT,23.70,298501.75,1456662.66,36,0.68,557,3,MEDICAL_EMERGENCY,NO,1
APP_002385,48,SELF_EMPLOYED_PROFESSIONAL,14.20,104644.56,850388.69,120,0.49,702,3,DEBT_CONSOLIDATION,YES,0
APP_002386,35,CONTRACTUAL,15.60,106687.44,206565.47,120,0.18,703,3,HOME_RENOVATION,YES,0
APP_002387,32,SALARIED_GOVT,8.10,28180.57,2013197.81,84,0.25,819,1,EDUCATION,YES,1
APP_002388,38,SELF_EMPLOYED_PROFESSIONAL,2.90,302549.87,1733648.78,24,0.28,640,1,DEBT_CONSOLIDATION,YES,0
APP_002389,32,SALARIED_MNC,14.30,281121.15,1314126.38,48,0.21,824,0,VEHICLE_PURCHASE,YES,0
APP_002390,51,SALARIED_GOVT,1.10,316616.38,2362504.15,48,0.60,740,4,HOME_RENOVATION,NO,1
APP_002391,36,BUSINESS_OWNER,13.70,159124.41,1904991.30,24,0.47,816,1,DEBT_CONSOLIDATION,NO,0
APP_002392,28,SALARIED_MNC,18.90,155831.98,2052653.20,60,0.60,685,2,HOME_RENOVATION,NO,1
APP_002393,54,BUSINESS_OWNER,4.60,157776.99,1729899.49,120,0.66,800,5,MEDICAL_EMERGENCY,YES,1
APP_002394,48,CONTRACTUAL,14.20,229962.09,1148730.17,84,0.39,575,1,EDUCATION,YES,1
APP_002395,21,SELF_EMPLOYED_PROFESSIONAL,17.20,82481.05,482803.47,48,0.32,560,1,BUSINESS_EXPANSION,YES,1
APP_002396,27,SELF_EMPLOYED_PROFESSIONAL,3.90,289861.68,1465974.35,120,0.26,690,0,EDUCATION,NO,0
APP_002397,46,CONTRACTUAL,15.50,253229.13,436649.48,120,0.67,773,1,EDUCATION,NO,1
APP_002398,56,SALARIED_GOVT,9.40,219104.49,2374485.40,48,0.24,601,2,BUSINESS_EXPANSION,NO,1
APP_002399,34,SALARIED_GOVT,10.00,280297.62,1818709.18,60,0.57,786,1,HOME_RENOVATION,YES,1
APP_002400,46,CONTRACTUAL,13.10,186363.20,1363800.73,36,0.17,848,5,DEBT_CONSOLIDATION,YES,0
APP_002401,28,CONTRACTUAL,7.30,320188.41,182001.49,12,0.35,731,1,HOME_RENOVATION,NO,0
APP_002402,46,BUSINESS_OWNER,8.10,281503.01,1136978.75,48,0.11,773,2,HOME_RENOVATION,YES,0
APP_002403,46,SELF_EMPLOYED_PROFESSIONAL,23.60,240464.13,1044401.61,120,0.75,758,3,DEBT_CONSOLIDATION,YES,1
APP_002404,55,SELF_EMPLOYED_PROFESSIONAL,14.20,32901.75,1036238.34,24,0.25,679,2,EDUCATION,NO,1
APP_002405,28,BUSINESS_OWNER,2.60,160983.11,1458221.30,36,0.54,841,3,DEBT_CONSOLIDATION,NO,0
APP_002406,52,CONTRACTUAL,24.80,226349.47,2439115.33,84,0.73,588,2,VEHICLE_PURCHASE,NO,1
APP_002407,57,BUSINESS_OWNER,14.40,139293.22,1808977.92,84,0.46,779,5,HOME_RENOVATION,NO,0
APP_002408,50,SALARIED_GOVT,16.90,26719.57,2229905.13,48,0.43,681,0,MEDICAL_EMERGENCY,YES,1
APP_002409,36,SALARIED_GOVT,12.10,229029.72,1879209.63,60,0.49,616,4,HOME_RENOVATION,YES,1
APP_002410,45,BUSINESS_OWNER,24.20,290582.30,2261851.14,48,0.25,573,1,BUSINESS_EXPANSION,NO,1
APP_002411,37,CONTRACTUAL,9.50,93514.84,1864222.30,84,0.70,757,1,VEHICLE_PURCHASE,YES,1
APP_002412,33,SELF_EMPLOYED_PROFESSIONAL,4.10,28681.91,956409.06,84,0.31,561,3,DEBT_CONSOLIDATION,YES,1
APP_002413,39,SALARIED_GOVT,19.00,133742.54,263816.63,84,0.11,827,1,HOME_RENOVATION,NO,0
APP_002414,40,SALARIED_GOVT,17.60,193507.93,318144.57,60,0.38,781,4,MEDICAL_EMERGENCY,YES,0
APP_002415,27,CONTRACTUAL,14.30,246104.98,2306769.59,84,0.11,585,2,HOME_RENOVATION,YES,1
APP_002416,34,CONTRACTUAL,13.60,319816.71,593553.75,48,0.58,560,5,EDUCATION,YES,1
APP_002417,33,CONTRACTUAL,5.10,325284.57,611798.95,48,0.73,566,1,HOME_RENOVATION,YES,1
APP_002418,23,SELF_EMPLOYED_PROFESSIONAL,2.00,114700.42,796736.44,36,0.58,761,2,EDUCATION,YES,1
APP_002419,61,CONTRACTUAL,9.50,180495.17,2368648.97,24,0.43,562,0,BUSINESS_EXPANSION,NO,1
APP_002420,44,SALARIED_GOVT,9.00,291511.41,1333764.24,84,0.18,779,1,BUSINESS_EXPANSION,YES,0
APP_002421,53,SALARIED_GOVT,18.60,223189.85,1340151.14,12,0.53,820,4,HOME_RENOVATION,YES,0
APP_002422,40,BUSINESS_OWNER,6.60,29628.91,805972.81,36,0.59,633,4,BUSINESS_EXPANSION,NO,1
APP_002423,61,SALARIED_MNC,14.90,287744.82,1013529.37,12,0.34,658,4,MEDICAL_EMERGENCY,YES,0
APP_002424,59,BUSINESS_OWNER,7.70,302468.74,2043324.61,48,0.33,625,2,EDUCATION,YES,1
APP_002425,44,SELF_EMPLOYED_PROFESSIONAL,3.30,57010.74,1706212.03,48,0.34,627,4,MEDICAL_EMERGENCY,YES,1
APP_002426,23,SALARIED_GOVT,3.00,180649.84,1418931.74,84,0.22,832,4,EDUCATION,YES,0
APP_002427,29,CONTRACTUAL,24.60,249206.58,2004499.24,36,0.40,715,4,MEDICAL_EMERGENCY,NO,0
APP_002428,62,SALARIED_GOVT,17.00,37290.72,2328523.20,36,0.20,550,2,MEDICAL_EMERGENCY,NO,1
