ApplicantID,EmploymentType,AnnualIncome_USD,CreditScore_FICO,LoanAmount_USD,LoanTerm_Months,DebtToIncome_Ratio,InterestRate_Pct,ExistingLiabilities_Count,HomeOwnership,LoanPurpose,MissedPaymentsLast2Yrs,LoanDefaultRisk
APP_12446,Salaried_Corporate,50434.84,631,13900.68,48,0.20,13.02,4,Mortgage,Debt_Consolidation,0,0
APP_12447,Self_Employed_Professional,81456.81,720,16887.80,36,0.19,10.85,2,Mortgage,Debt_Consolidation,0,0
APP_12448,Self_Employed_Professional,22000.00,627,18206.20,60,0.72,12.76,3,Mortgage,Education_Tuition,0,1
APP_12449,Government_Public,64092.53,782,17331.75,60,0.10,8.54,4,Own_Outright,Debt_Consolidation,2,0
APP_12450,Small_Business_Owner,86840.34,570,29119.20,24,0.17,15.78,3,Mortgage,Home_Improvement,5,1
APP_12451,Salaried_Corporate,70553.98,671,11086.03,36,0.08,13.79,3,Rent,Debt_Consolidation,0,0
APP_12452,Self_Employed_Professional,63316.07,796,39501.77,24,0.55,7.34,1,Mortgage,Medical_Emergency,0,0
APP_12453,Salaried_Corporate,60176.26,818,41036.53,36,0.29,6.22,1,Mortgage,Debt_Consolidation,1,0
APP_12454,Salaried_Corporate,97905.44,684,16100.61,24,0.10,11.66,2,Own_Outright,Debt_Consolidation,0,0
APP_12455,Salaried_Corporate,36969.53,762,18927.14,36,0.20,8.75,5,Mortgage,Business_Expansion,1,0
APP_12456,Salaried_Corporate,59484.69,740,44236.02,12,0.47,10.75,6,Rent,Business_Expansion,0,0
APP_12457,Small_Business_Owner,126198.41,658,88467.33,48,0.26,13.66,3,Rent,Debt_Consolidation,0,0
APP_12458,Retired,33954.75,720,24200.07,24,0.56,9.58,3,Own_Outright,Medical_Emergency,0,0
APP_12459,Self_Employed_Professional,63074.98,634,12471.81,36,0.13,13.10,5,Rent,Education_Tuition,0,0
APP_12460,Salaried_Corporate,40276.25,588,14019.63,24,0.33,14.35,3,Rent,Business_Expansion,2,1
APP_12461,Salaried_Corporate,75769.12,723,39003.96,36,0.48,9.36,2,Mortgage,Debt_Consolidation,2,1
APP_12462,Salaried_Corporate,67162.19,727,34090.52,12,0.42,7.31,0,Mortgage,Auto_Purchase,0,0
APP_12463,Government_Public,43269.55,613,29435.65,60,0.36,15.36,4,Own_Outright,Debt_Consolidation,2,1
APP_12464,Salaried_Corporate,66897.09,681,53101.46,36,0.33,11.03,1,Employer_Provided,Medical_Emergency,0,0
APP_12465,Government_Public,68158.24,613,44420.74,60,0.29,13.65,4,Rent,Home_Improvement,1,0
APP_12466,Salaried_Corporate,50303.49,660,24505.91,12,0.37,14.54,2,Own_Outright,Medical_Emergency,0,0
APP_12467,Self_Employed_Professional,54860.22,662,30903.34,24,0.24,11.74,2,Mortgage,Education_Tuition,0,0
APP_12468,Small_Business_Owner,49433.61,738,7546.21,60,0.08,9.37,4,Rent,Debt_Consolidation,0,0
APP_12469,Salaried_Corporate,23713.10,657,11037.62,36,0.19,12.64,0,Own_Outright,Debt_Consolidation,0,0
APP_12470,Small_Business_Owner,100419.56,608,23053.38,12,0.09,14.46,1,Rent,Medical_Emergency,1,1
APP_12471,Small_Business_Owner,113286.61,802,75004.62,12,0.39,6.73,2,Rent,Home_Improvement,0,0
APP_12472,Salaried_Corporate,30103.69,722,20979.77,60,0.42,10.99,2,Mortgage,Home_Improvement,0,0
APP_12473,Salaried_Corporate,113961.78,748,96840.37,36,0.40,9.29,1,Own_Outright,Auto_Purchase,4,0
APP_12474,Self_Employed_Professional,79274.16,730,37575.16,36,0.43,9.90,2,Mortgage,Medical_Emergency,2,0
APP_12475,Retired,40296.84,751,8499.67,60,0.15,8.51,2,Own_Outright,Auto_Purchase,0,0
APP_12476,Retired,60225.43,718,14886.01,48,0.13,10.13,5,Own_Outright,Debt_Consolidation,0,0
APP_12477,Salaried_Corporate,48169.82,720,37830.39,48,0.67,10.95,3,Rent,Debt_Consolidation,0,0
APP_12478,Small_Business_Owner,100257.32,698,28784.93,36,0.20,11.74,2,Rent,Education_Tuition,0,0
APP_12479,Small_Business_Owner,43786.76,661,17696.03,48,0.25,11.94,2,Mortgage,Home_Improvement,0,0
APP_12480,Government_Public,172011.19,748,41867.89,36,0.20,8.54,4,Mortgage,Medical_Emergency,0,0
APP_12481,Salaried_Corporate,111451.75,673,80607.25,24,0.41,12.56,4,Mortgage,Debt_Consolidation,0,0
APP_12482,Retired,38130.66,698,13758.68,36,0.30,11.20,4,Own_Outright,Medical_Emergency,1,0
APP_12483,Government_Public,138315.48,714,56793.54,60,0.14,11.08,3,Own_Outright,Debt_Consolidation,1,0
APP_12484,Self_Employed_Professional,91897.40,720,61545.51,36,0.33,9.39,3,Own_Outright,Auto_Purchase,0,0
APP_12485,Salaried_Corporate,61834.67,624,35133.52,36,0.38,13.60,2,Own_Outright,Debt_Consolidation,0,0
APP_12486,Salaried_Corporate,89687.12,703,50836.73,36,0.48,11.48,1,Rent,Debt_Consolidation,1,0
APP_12487,Salaried_Corporate,100317.39,624,18604.47,48,0.15,13.04,2,Mortgage,Debt_Consolidation,2,0
APP_12488,Government_Public,47040.07,702,14242.83,36,0.28,12.32,2,Own_Outright,Debt_Consolidation,0,0
APP_12489,Small_Business_Owner,96349.09,741,33035.71,36,0.17,10.72,0,Rent,Business_Expansion,0,0
APP_12490,Retired,54462.88,807,46100.47,12,0.72,6.88,3,Mortgage,Home_Improvement,0,0
APP_12491,Salaried_Corporate,95455.77,728,29332.97,36,0.13,9.72,2,Mortgage,Home_Improvement,0,0
APP_12492,Government_Public,62231.28,746,25595.55,36,0.19,9.49,1,Own_Outright,Debt_Consolidation,0,0
APP_12493,Government_Public,42053.49,619,11976.23,48,0.18,13.93,1,Mortgage,Home_Improvement,1,0
APP_12494,Salaried_Corporate,87868.64,725,42334.98,36,0.23,10.96,2,Own_Outright,Debt_Consolidation,0,0
APP_12495,Salaried_Corporate,55802.96,617,8373.22,36,0.06,13.16,1,Rent,Medical_Emergency,1,0
APP_12496,Small_Business_Owner,70936.77,768,50540.55,36,0.52,7.75,3,Mortgage,Business_Expansion,0,0
APP_12497,Self_Employed_Professional,79537.77,621,61080.46,36,0.46,13.94,2,Rent,Debt_Consolidation,0,0
APP_12498,Salaried_Corporate,128177.31,626,63226.71,48,0.45,13.94,2,Mortgage,Auto_Purchase,0,1
APP_12499,Small_Business_Owner,54387.89,739,40331.79,48,0.70,9.46,1,Own_Outright,Business_Expansion,0,0
APP_12500,Salaried_Corporate,45177.26,799,6934.47,48,0.14,8.05,2,Mortgage,Business_Expansion,0,0
APP_12501,Self_Employed_Professional,138775.27,759,63301.68,24,0.30,9.86,4,Rent,Auto_Purchase,3,0
APP_12502,Government_Public,66266.01,667,17836.59,48,0.14,12.67,1,Employer_Provided,Education_Tuition,1,0
APP_12503,Salaried_Corporate,51776.12,626,21916.94,36,0.39,13.84,3,Mortgage,Home_Improvement,0,0
APP_12504,Salaried_Corporate,77888.83,662,34694.20,12,0.26,12.08,2,Rent,Medical_Emergency,1,0
APP_12505,Self_Employed_Professional,56690.94,698,35443.20,48,0.36,11.02,1,Rent,Medical_Emergency,0,0
APP_12506,Small_Business_Owner,58659.71,685,41737.91,12,0.52,10.33,2,Employer_Provided,Debt_Consolidation,0,0
APP_12507,Salaried_Corporate,210692.06,623,150000.00,24,0.52,12.70,2,Own_Outright,Debt_Consolidation,0,0
APP_12508,Self_Employed_Professional,42420.83,774,15261.90,12,0.15,9.24,2,Own_Outright,Home_Improvement,0,0
APP_12509,Self_Employed_Professional,34643.66,775,21909.89,36,0.29,9.60,1,Rent,Debt_Consolidation,0,0
APP_12510,Small_Business_Owner,114862.32,813,84562.89,24,0.26,5.74,2,Rent,Home_Improvement,0,0
APP_12511,Small_Business_Owner,55790.51,582,23990.36,48,0.18,15.56,4,Rent,Auto_Purchase,0,1
APP_12512,Salaried_Corporate,76389.02,637,41439.93,36,0.30,11.93,1,Mortgage,Medical_Emergency,0,1
APP_12513,Salaried_Corporate,88186.19,706,55621.31,36,0.58,11.99,1,Mortgage,Medical_Emergency,1,0
APP_12514,Salaried_Corporate,30109.05,690,6181.10,36,0.17,11.23,0,Own_Outright,Medical_Emergency,0,0
APP_12515,Salaried_Corporate,110554.85,661,64681.57,48,0.28,14.30,3,Mortgage,Debt_Consolidation,0,0
APP_12516,Salaried_Corporate,51399.64,634,27238.69,48,0.22,12.74,3,Own_Outright,Debt_Consolidation,0,0
APP_12517,Small_Business_Owner,155513.89,625,56925.94,24,0.35,13.17,5,Rent,Debt_Consolidation,1,0
APP_12518,Government_Public,46243.93,822,39145.27,48,0.66,6.82,3,Own_Outright,Education_Tuition,1,0
APP_12519,Salaried_Corporate,133863.37,597,27726.68,36,0.14,15.31,2,Rent,Education_Tuition,2,1
APP_12520,Government_Public,145222.76,589,118418.95,84,0.72,15.52,2,Mortgage,Medical_Emergency,0,1
APP_12521,Self_Employed_Professional,53089.08,613,31658.16,36,0.55,14.79,0,Mortgage,Home_Improvement,2,1
APP_12522,Small_Business_Owner,60740.30,702,11635.58,36,0.08,10.63,4,Mortgage,Business_Expansion,0,0
APP_12523,Government_Public,57450.46,672,15890.33,48,0.20,12.68,0,Employer_Provided,Debt_Consolidation,0,0
APP_12524,Salaried_Corporate,131116.33,717,91435.21,12,0.53,12.05,1,Own_Outright,Debt_Consolidation,0,0
APP_12525,Self_Employed_Professional,71735.46,644,20602.86,48,0.25,13.54,3,Rent,Medical_Emergency,0,0
APP_12526,Salaried_Corporate,84097.51,696,15366.71,36,0.12,10.37,2,Mortgage,Home_Improvement,0,0
APP_12527,Government_Public,62032.59,696,33065.97,24,0.40,11.37,0,Mortgage,Business_Expansion,0,0
APP_12528,Salaried_Corporate,81834.07,792,69478.13,12,0.48,6.02,4,Rent,Auto_Purchase,0,0
APP_12529,Self_Employed_Professional,84265.29,806,35014.61,12,0.24,7.64,2,Own_Outright,Business_Expansion,0,0
APP_12530,Salaried_Corporate,50586.71,680,23236.21,24,0.32,10.27,2,Own_Outright,Auto_Purchase,0,0
APP_12531,Salaried_Corporate,146915.51,746,101630.13,36,0.33,9.81,3,Own_Outright,Education_Tuition,0,0
APP_12532,Salaried_Corporate,60375.18,701,34361.96,48,0.47,10.82,3,Own_Outright,Medical_Emergency,1,0
APP_12533,Small_Business_Owner,105187.31,740,35676.56,24,0.22,10.25,0,Rent,Home_Improvement,0,0
APP_12534,Salaried_Corporate,37504.11,715,20002.39,24,0.46,10.38,3,Mortgage,Medical_Emergency,1,0
APP_12535,Salaried_Corporate,90021.43,738,42502.64,60,0.39,10.65,4,Mortgage,Education_Tuition,0,0
APP_12536,Salaried_Corporate,106851.08,745,17247.58,24,0.11,9.73,0,Mortgage,Debt_Consolidation,0,0
APP_12537,Salaried_Corporate,74581.97,718,16799.16,60,0.17,11.12,1,Own_Outright,Home_Improvement,0,0
APP_12538,Salaried_Corporate,107382.68,699,61576.09,24,0.49,10.61,5,Rent,Home_Improvement,1,0
APP_12539,Self_Employed_Professional,48133.03,758,12234.57,60,0.14,8.45,2,Own_Outright,Medical_Emergency,0,0
APP_12540,Salaried_Corporate,81849.44,681,56339.55,48,0.54,10.45,4,Employer_Provided,Medical_Emergency,0,0
APP_12541,Retired,33378.62,653,16482.39,24,0.45,11.66,3,Own_Outright,Home_Improvement,0,0
APP_12542,Self_Employed_Professional,70746.18,589,14867.74,36,0.08,14.95,0,Own_Outright,Medical_Emergency,2,0
APP_12543,Salaried_Corporate,46313.78,718,37801.69,36,0.53,10.29,3,Own_Outright,Home_Improvement,0,0
APP_12544,Small_Business_Owner,64155.05,735,47271.80,24,0.32,9.95,2,Rent,Debt_Consolidation,0,0
APP_12545,Salaried_Corporate,123088.47,578,73517.20,36,0.35,14.71,1,Mortgage,Medical_Emergency,1,1
APP_12546,Government_Public,144643.28,650,97182.41,48,0.57,12.82,5,Own_Outright,Debt_Consolidation,0,0
APP_12547,Salaried_Corporate,37157.50,739,22875.81,48,0.29,10.56,2,Mortgage,Auto_Purchase,0,0
APP_12548,Salaried_Corporate,115887.30,681,18430.59,24,0.06,11.91,7,Rent,Education_Tuition,0,0
APP_12549,Retired,124194.62,694,72588.55,48,0.30,11.13,6,Mortgage,Debt_Consolidation,0,0
APP_12550,Self_Employed_Professional,76580.22,749,24599.49,36,0.26,9.35,1,Mortgage,Debt_Consolidation,0,0
APP_12551,Government_Public,121914.79,683,99178.78,12,0.34,12.49,1,Own_Outright,Debt_Consolidation,0,0
APP_12552,Salaried_Corporate,54899.54,715,23954.73,24,0.31,10.49,1,Own_Outright,Auto_Purchase,0,0
APP_12553,Self_Employed_Professional,52508.96,620,33778.24,36,0.51,13.34,5,Mortgage,Debt_Consolidation,0,0
APP_12554,Salaried_Corporate,52611.22,713,13373.91,12,0.18,10.01,4,Own_Outright,Home_Improvement,0,0
APP_12555,Salaried_Corporate,91242.46,603,43900.66,24,0.44,13.93,1,Own_Outright,Home_Improvement,0,0
APP_12556,Small_Business_Owner,63337.62,606,14128.16,36,0.18,13.80,1,Mortgage,Auto_Purchase,1,1
APP_12557,Salaried_Corporate,47948.46,657,20836.51,60,0.17,13.06,3,Own_Outright,Medical_Emergency,0,0
APP_12558,Self_Employed_Professional,48993.63,726,26567.88,48,0.47,11.31,2,Mortgage,Home_Improvement,0,0
APP_12559,Salaried_Corporate,66207.31,693,39244.31,60,0.40,10.81,3,Rent,Home_Improvement,0,0
APP_12560,Self_Employed_Professional,45155.19,639,19273.79,12,0.40,12.35,5,Mortgage,Auto_Purchase,0,0
APP_12561,Salaried_Corporate,89390.18,747,23349.79,60,0.25,8.18,3,Own_Outright,Home_Improvement,0,0
APP_12562,Salaried_Corporate,113299.38,711,69310.89,24,0.27,11.87,2,Own_Outright,Home_Improvement,0,0
APP_12563,Self_Employed_Professional,102562.91,758,16240.22,36,0.08,9.58,4,Mortgage,Debt_Consolidation,0,0
APP_12564,Small_Business_Owner,245240.78,632,150000.00,24,0.45,12.78,2,Rent,Debt_Consolidation,0,1
APP_12565,Retired,79608.25,783,49572.39,36,0.24,8.02,6,Mortgage,Home_Improvement,1,0
APP_12566,Salaried_Corporate,141896.25,793,98187.55,24,0.41,8.67,3,Mortgage,Medical_Emergency,0,0
APP_12567,Self_Employed_Professional,71877.06,749,59770.20,48,0.72,9.07,2,Rent,Medical_Emergency,0,0
APP_12568,Salaried_Corporate,58378.93,722,22123.70,48,0.25,10.78,1,Rent,Business_Expansion,0,0
APP_12569,Self_Employed_Professional,69815.16,722,36505.58,36,0.29,9.97,2,Rent,Debt_Consolidation,2,0
APP_12570,Salaried_Corporate,71315.52,711,42277.59,48,0.27,10.25,4,Own_Outright,Home_Improvement,0,0
APP_12571,Salaried_Corporate,62590.79,601,35055.67,24,0.45,12.32,4,Own_Outright,Auto_Purchase,1,0
APP_12572,Self_Employed_Professional,40654.62,651,24131.81,12,0.54,12.32,1,Mortgage,Debt_Consolidation,0,0
APP_12573,Salaried_Corporate,42584.87,683,34467.78,24,0.72,11.07,3,Mortgage,Home_Improvement,0,1
APP_12574,Salaried_Corporate,110186.66,623,53852.79,36,0.19,14.07,0,Own_Outright,Home_Improvement,0,0
APP_12575,Government_Public,96312.98,783,72542.96,12,0.30,8.10,1,Rent,Home_Improvement,0,0
APP_12576,Government_Public,147330.68,723,87200.12,24,0.56,10.22,3,Own_Outright,Debt_Consolidation,0,0
APP_12577,Self_Employed_Professional,55451.11,806,38692.38,36,0.64,7.84,6,Rent,Debt_Consolidation,1,0
APP_12578,Salaried_Corporate,53171.74,741,20181.45,60,0.18,7.54,3,Mortgage,Debt_Consolidation,0,0
APP_12579,Salaried_Corporate,39453.03,599,15007.81,60,0.18,14.47,4,Mortgage,Education_Tuition,0,1
APP_12580,Salaried_Corporate,106422.94,775,85636.16,84,0.57,7.26,5,Own_Outright,Debt_Consolidation,1,0
APP_12581,Small_Business_Owner,44291.22,661,32469.76,24,0.40,11.28,5,Rent,Debt_Consolidation,1,1
APP_12582,Small_Business_Owner,65258.78,779,32916.58,12,0.39,7.82,4,Mortgage,Medical_Emergency,0,0
APP_12583,Salaried_Corporate,76187.34,788,36000.06,36,0.22,7.74,1,Mortgage,Business_Expansion,0,0
APP_12584,Salaried_Corporate,32742.77,778,10667.84,36,0.27,8.49,4,Rent,Debt_Consolidation,0,0
APP_12585,Salaried_Corporate,93865.88,760,27716.01,36,0.15,9.08,2,Own_Outright,Auto_Purchase,1,0
APP_12586,Small_Business_Owner,104248.05,718,32105.23,48,0.13,9.58,2,Mortgage,Debt_Consolidation,1,0
APP_12587,Salaried_Corporate,74948.25,689,60647.20,84,0.45,11.12,4,Own_Outright,Debt_Consolidation,0,0
APP_12588,Small_Business_Owner,63636.35,813,21420.97,36,0.12,7.98,2,Rent,Business_Expansion,0,0
APP_12589,Small_Business_Owner,65217.06,708,30159.94,60,0.34,11.89,1,Own_Outright,Medical_Emergency,0,0
APP_12590,Salaried_Corporate,124255.50,665,77954.32,24,0.24,11.90,1,Rent,Home_Improvement,0,0
APP_12591,Government_Public,67778.46,719,40791.79,36,0.26,10.28,1,Mortgage,Debt_Consolidation,1,0
APP_12592,Government_Public,65572.98,765,45224.14,24,0.57,7.83,1,Own_Outright,Home_Improvement,0,0
APP_12593,Self_Employed_Professional,48582.24,762,20181.10,36,0.27,9.48,4,Mortgage,Debt_Consolidation,0,0
APP_12594,Salaried_Corporate,22000.00,619,8419.35,12,0.27,15.65,4,Employer_Provided,Home_Improvement,1,0
APP_12595,Salaried_Corporate,108373.31,760,54386.22,36,0.26,8.30,2,Mortgage,Medical_Emergency,0,0
APP_12596,Salaried_Corporate,66085.13,735,39274.92,24,0.56,10.57,3,Rent,Home_Improvement,0,0
APP_12597,Self_Employed_Professional,44626.38,668,37763.80,36,0.72,12.62,3,Mortgage,Medical_Emergency,1,0
APP_12598,Salaried_Corporate,171037.21,636,95983.32,48,0.32,13.05,3,Own_Outright,Debt_Consolidation,0,1
APP_12599,Government_Public,80638.71,783,55432.66,36,0.57,7.35,3,Own_Outright,Auto_Purchase,0,0
APP_12600,Salaried_Corporate,60312.47,789,48078.81,36,0.66,9.67,1,Mortgage,Business_Expansion,0,0
APP_12601,Self_Employed_Professional,104630.06,792,15939.10,84,0.14,8.19,4,Mortgage,Education_Tuition,0,0
APP_12602,Government_Public,78086.70,605,25597.28,60,0.28,15.06,1,Mortgage,Debt_Consolidation,2,1
APP_12603,Self_Employed_Professional,77407.07,676,11787.09,84,0.09,11.58,1,Rent,Debt_Consolidation,0,0
APP_12604,Salaried_Corporate,50316.90,694,39367.92,24,0.44,11.15,1,Rent,Home_Improvement,1,0
APP_12605,Retired,90522.11,788,38128.34,36,0.38,6.75,2,Employer_Provided,Home_Improvement,0,0
APP_12606,Self_Employed_Professional,101025.33,742,56172.83,48,0.33,9.99,2,Mortgage,Education_Tuition,0,0
APP_12607,Self_Employed_Professional,50439.58,675,24631.93,60,0.32,11.48,5,Rent,Home_Improvement,0,0
APP_12608,Salaried_Corporate,28206.23,701,19104.77,36,0.28,10.03,2,Mortgage,Home_Improvement,0,0
APP_12609,Self_Employed_Professional,101470.73,736,41373.11,84,0.21,8.91,6,Own_Outright,Debt_Consolidation,0,0
APP_12610,Small_Business_Owner,87799.06,739,13920.03,36,0.07,11.41,0,Mortgage,Business_Expansion,0,0
APP_12611,Self_Employed_Professional,96658.91,799,38782.37,48,0.16,7.09,2,Rent,Debt_Consolidation,0,0
APP_12612,Salaried_Corporate,67560.72,785,32378.19,36,0.27,8.13,2,Own_Outright,Education_Tuition,0,0
APP_12613,Retired,102050.06,771,44270.52,36,0.29,7.38,2,Own_Outright,Education_Tuition,1,0
APP_12614,Self_Employed_Professional,49326.12,640,16825.61,24,0.28,12.89,0,Mortgage,Debt_Consolidation,0,0
APP_12615,Government_Public,60841.62,644,13237.36,24,0.15,11.80,1,Own_Outright,Auto_Purchase,1,0
APP_12616,Salaried_Corporate,41310.89,626,7008.79,48,0.14,13.84,0,Mortgage,Debt_Consolidation,0,0
APP_12617,Self_Employed_Professional,111398.08,718,87750.47,36,0.39,9.51,4,Own_Outright,Debt_Consolidation,0,0
APP_12618,Government_Public,64793.56,659,12709.91,36,0.16,12.99,4,Own_Outright,Home_Improvement,0,0
APP_12619,Small_Business_Owner,73447.66,729,31429.35,36,0.16,8.41,3,Mortgage,Education_Tuition,1,0
APP_12620,Salaried_Corporate,80417.27,738,16471.18,36,0.11,9.01,2,Mortgage,Home_Improvement,0,0
APP_12621,Small_Business_Owner,59435.49,706,13538.22,24,0.14,11.61,0,Mortgage,Debt_Consolidation,0,0
APP_12622,Salaried_Corporate,95806.72,749,57792.93,36,0.56,10.35,3,Own_Outright,Home_Improvement,0,0
APP_12623,Salaried_Corporate,139539.84,650,111174.49,36,0.32,12.68,1,Mortgage,Home_Improvement,0,1
APP_12624,Salaried_Corporate,102833.14,596,40490.28,36,0.20,14.31,5,Mortgage,Debt_Consolidation,1,1
APP_12625,Salaried_Corporate,30470.94,646,20474.70,60,0.30,12.92,4,Mortgage,Debt_Consolidation,1,0
APP_12626,Salaried_Corporate,69522.77,746,48412.39,60,0.42,10.87,3,Mortgage,Debt_Consolidation,0,0
APP_12627,Self_Employed_Professional,70958.35,812,42451.79,36,0.33,6.65,4,Own_Outright,Home_Improvement,0,0
APP_12628,Small_Business_Owner,115729.94,788,87735.85,36,0.31,7.73,1,Own_Outright,Medical_Emergency,1,0
APP_12629,Salaried_Corporate,51684.36,679,14506.85,48,0.18,10.80,0,Mortgage,Auto_Purchase,0,0
APP_12630,Self_Employed_Professional,41431.99,755,8393.81,24,0.13,8.37,3,Own_Outright,Debt_Consolidation,0,0
APP_12631,Self_Employed_Professional,96376.93,602,45223.93,36,0.34,14.76,2,Own_Outright,Auto_Purchase,2,0
APP_12632,Retired,65601.08,793,34362.50,84,0.45,8.26,0,Mortgage,Home_Improvement,1,0
APP_12633,Small_Business_Owner,49976.43,727,20511.11,60,0.38,10.16,0,Employer_Provided,Debt_Consolidation,0,0
APP_12634,Retired,58861.92,744,46814.61,60,0.33,9.97,3,Own_Outright,Education_Tuition,0,0
APP_12635,Government_Public,35066.75,568,8289.52,24,0.13,14.82,2,Own_Outright,Medical_Emergency,3,1
APP_12636,Self_Employed_Professional,71435.77,723,57368.16,36,0.72,9.18,0,Own_Outright,Home_Improvement,0,0
APP_12637,Salaried_Corporate,57716.30,813,25727.12,48,0.31,7.46,2,Own_Outright,Debt_Consolidation,0,0
APP_12638,Government_Public,84106.76,712,61675.99,24,0.43,10.07,2,Mortgage,Debt_Consolidation,0,0
APP_12639,Small_Business_Owner,60341.43,687,25010.88,48,0.25,10.41,5,Mortgage,Home_Improvement,0,0
APP_12640,Salaried_Corporate,67236.69,676,33995.14,36,0.43,11.91,0,Rent,Education_Tuition,0,0
APP_12641,Salaried_Corporate,53912.22,646,34056.24,60,0.55,12.89,1,Rent,Medical_Emergency,0,0
APP_12642,Self_Employed_Professional,59007.53,699,28422.24,36,0.25,10.77,1,Employer_Provided,Debt_Consolidation,0,0
APP_12643,Salaried_Corporate,39799.43,614,30320.41,36,0.41,15.24,3,Mortgage,Medical_Emergency,2,1
APP_12644,Retired,105292.44,722,55376.77,60,0.41,11.59,2,Rent,Debt_Consolidation,0,0
APP_12645,Salaried_Corporate,64941.56,765,10565.33,48,0.06,9.32,2,Rent,Debt_Consolidation,1,0
APP_12646,Salaried_Corporate,27035.06,665,19168.26,36,0.61,12.48,6,Own_Outright,Auto_Purchase,0,1
APP_12647,Salaried_Corporate,32421.72,718,16078.55,84,0.18,11.34,2,Rent,Medical_Emergency,1,0
APP_12648,Self_Employed_Professional,105545.36,689,65583.61,36,0.39,11.41,0,Employer_Provided,Auto_Purchase,0,0
APP_12649,Small_Business_Owner,64896.23,719,24430.73,36,0.31,10.05,1,Own_Outright,Debt_Consolidation,0,0
APP_12650,Self_Employed_Professional,65580.72,752,41921.89,36,0.57,8.55,0,Rent,Debt_Consolidation,1,0
APP_12651,Salaried_Corporate,66090.96,720,43331.55,60,0.48,9.54,5,Rent,Home_Improvement,2,0
APP_12652,Government_Public,82398.12,749,69954.68,36,0.57,9.87,2,Own_Outright,Home_Improvement,0,0
APP_12653,Salaried_Corporate,131763.29,727,53411.47,36,0.31,8.71,5,Own_Outright,Medical_Emergency,0,0
APP_12654,Salaried_Corporate,80846.20,749,24556.84,60,0.26,8.65,1,Mortgage,Auto_Purchase,0,0
APP_12655,Salaried_Corporate,75986.81,714,37028.68,36,0.17,10.10,1,Employer_Provided,Medical_Emergency,0,0
APP_12656,Salaried_Corporate,51170.79,715,32455.57,48,0.45,9.22,4,Mortgage,Medical_Emergency,0,0
APP_12657,Self_Employed_Professional,33051.28,738,16102.45,60,0.40,9.21,4,Mortgage,Debt_Consolidation,0,0
APP_12658,Self_Employed_Professional,81921.18,689,61701.06,12,0.68,11.35,1,Mortgage,Home_Improvement,0,0
APP_12659,Salaried_Corporate,84953.82,722,70021.02,48,0.49,10.92,2,Mortgage,Medical_Emergency,0,0
APP_12660,Government_Public,108537.02,635,90731.19,60,0.72,12.81,2,Mortgage,Home_Improvement,0,1
APP_12661,Salaried_Corporate,142980.48,575,34048.80,36,0.17,15.45,2,Mortgage,Debt_Consolidation,4,1
APP_12662,Salaried_Corporate,39263.50,699,12582.89,24,0.18,9.73,2,Rent,Business_Expansion,0,0
APP_12663,Small_Business_Owner,50196.37,641,17879.76,12,0.34,12.03,2,Own_Outright,Debt_Consolidation,1,0
APP_12664,Self_Employed_Professional,89385.95,819,71514.59,12,0.31,5.09,0,Employer_Provided,Business_Expansion,0,0
APP_12665,Retired,66206.54,641,46136.99,36,0.61,13.79,5,Rent,Auto_Purchase,0,1
APP_12666,Salaried_Corporate,126693.42,743,29767.87,36,0.16,9.08,2,Own_Outright,Medical_Emergency,0,0
APP_12667,Salaried_Corporate,60650.83,647,27709.01,36,0.32,12.96,2,Mortgage,Debt_Consolidation,0,0
APP_12668,Retired,162828.56,691,130337.01,36,0.68,11.63,0,Mortgage,Home_Improvement,1,1
APP_12669,Self_Employed_Professional,67859.38,620,19976.01,36,0.27,14.40,2,Employer_Provided,Debt_Consolidation,0,0
APP_12670,Self_Employed_Professional,137647.46,614,73979.94,48,0.48,15.58,4,Own_Outright,Business_Expansion,3,1
APP_12671,Salaried_Corporate,22402.20,711,14168.53,60,0.40,10.46,4,Rent,Debt_Consolidation,0,1
APP_12672,Salaried_Corporate,82360.19,667,16090.05,60,0.15,11.50,5,Employer_Provided,Home_Improvement,0,0
APP_12673,Retired,66868.84,741,30244.09,48,0.36,9.97,1,Mortgage,Medical_Emergency,1,0
APP_12674,Retired,25793.16,774,20446.01,36,0.44,10.12,3,Rent,Debt_Consolidation,1,0
APP_12675,Retired,65716.68,589,10400.20,60,0.08,14.44,2,Rent,Home_Improvement,1,0
APP_12676,Government_Public,37911.47,761,22495.69,60,0.50,8.06,4,Own_Outright,Auto_Purchase,1,0
APP_12677,Self_Employed_Professional,52373.48,628,39901.87,60,0.51,11.43,4,Rent,Debt_Consolidation,0,1
APP_12678,Self_Employed_Professional,75912.22,668,34234.50,36,0.22,10.38,1,Own_Outright,Debt_Consolidation,1,0
APP_12679,Salaried_Corporate,62611.00,599,20741.77,36,0.29,15.65,0,Mortgage,Home_Improvement,0,0
APP_12680,Small_Business_Owner,77679.08,601,51164.19,36,0.43,14.30,2,Mortgage,Home_Improvement,2,1
APP_12681,Small_Business_Owner,71020.74,564,28896.28,36,0.35,14.86,1,Rent,Home_Improvement,2,0
APP_12682,Small_Business_Owner,190893.35,664,73321.54,36,0.17,12.18,0,Rent,Debt_Consolidation,0,0
APP_12683,Salaried_Corporate,74359.15,694,24711.23,36,0.29,13.18,2,Mortgage,Home_Improvement,0,0
