WireTransferID,OriginatingCountry,BeneficiaryCountry,Currency,TransferAmount,SenderAccountType,KYC_VerificationLevel,PEP_Status,SanctionsScreeningResult,TransactionsInLast24h,StructuringRiskIndex,AML_SuspiciousActivityFlag
SWIFT_00002192,CH,CY,GBP,95348.28,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,2,0.11,0
SWIFT_00002193,US,US,EUR,90919.50,ESCROW,TIER_1_STANDARD,NO,CLEAR,1,0.60,0
SWIFT_00002194,IN,SG,SGD,164706.60,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,6,0.44,0
SWIFT_00002195,DE,RU,USD,244430.45,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,12,0.02,1
SWIFT_00002196,IN,AE,USD,170823.45,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,9,0.39,1
SWIFT_00002197,CH,IN,GBP,118443.01,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.73,1
SWIFT_00002198,IN,VG,USD,141384.82,ESCROW,TIER_2_ENHANCED,YES,CLEAR,12,0.82,1
SWIFT_00002199,DE,HK,AED,16670.16,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,6,0.65,1
SWIFT_00002200,CH,RU,GBP,211955.60,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,4,0.25,1
SWIFT_00002201,GB,IN,AED,62502.43,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,12,0.83,0
SWIFT_00002202,US,AE,EUR,185052.69,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,11,0.23,1
SWIFT_00002203,SG,US,GBP,178322.92,ESCROW,TIER_2_ENHANCED,YES,CLEAR,13,0.60,1
SWIFT_00002204,GB,RU,AED,144355.22,ESCROW,TIER_1_STANDARD,NO,CLEAR,9,0.12,0
SWIFT_00002205,SG,GB,EUR,55025.88,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.34,0
SWIFT_00002206,DE,HK,GBP,96407.52,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.09,0
SWIFT_00002207,US,AE,GBP,217744.55,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,10,0.93,0
SWIFT_00002208,US,US,SGD,193888.03,ESCROW,TIER_2_ENHANCED,NO,CLEAR,2,0.32,0
SWIFT_00002209,SG,AE,USD,118281.49,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,10,0.87,0
SWIFT_00002210,KY,SG,USD,34811.92,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.48,1
SWIFT_00002211,KY,SG,EUR,242540.48,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.34,1
SWIFT_00002212,US,AE,EUR,171818.19,ESCROW,TIER_2_ENHANCED,YES,CLEAR,12,0.39,1
SWIFT_00002213,CH,AE,INR,208582.26,ESCROW,TIER_2_ENHANCED,NO,CLEAR,12,0.85,1
SWIFT_00002214,US,HK,INR,131266.65,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,8,0.99,0
SWIFT_00002215,GB,US,INR,51433.27,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,5,0.98,0
SWIFT_00002216,SG,VG,INR,167116.38,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,14,0.18,1
SWIFT_00002217,US,CY,EUR,3103.17,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,10,0.00,0
SWIFT_00002218,DE,AE,EUR,76115.65,ESCROW,TIER_1_STANDARD,NO,CLEAR,15,0.42,0
SWIFT_00002219,AE,GB,SGD,76113.08,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.52,1
SWIFT_00002220,CH,GB,AED,174478.91,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.11,1
SWIFT_00002221,DE,GB,USD,224441.59,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,3,0.95,0
SWIFT_00002222,GB,HK,GBP,224889.57,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,11,0.39,1
SWIFT_00002223,GB,CY,USD,183622.39,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,11,0.79,1
SWIFT_00002224,KY,AE,AED,130081.85,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.10,1
SWIFT_00002225,GB,VG,AED,174470.80,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,9,0.90,0
SWIFT_00002226,SG,SG,GBP,180530.17,ESCROW,TIER_2_ENHANCED,NO,CLEAR,9,0.46,1
SWIFT_00002227,GB,SG,EUR,69693.80,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,1,0.89,0
SWIFT_00002228,SG,HK,USD,26798.89,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,9,0.33,0
SWIFT_00002229,KY,IN,GBP,207111.58,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,7,0.31,1
SWIFT_00002230,KY,CY,EUR,155966.79,OFFSHORE_TRUST,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,13,0.45,1
SWIFT_00002231,PA,SG,INR,57331.83,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,8,0.14,1
SWIFT_00002232,AE,AE,SGD,102026.38,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,11,0.07,1
SWIFT_00002233,IN,IN,USD,204639.75,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.68,0
SWIFT_00002234,SG,RU,INR,78564.70,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,2,0.61,0
SWIFT_00002235,US,AE,USD,228730.22,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,9,0.51,1
SWIFT_00002236,KY,VG,USD,216137.50,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,6,0.69,1
SWIFT_00002237,PA,AE,SGD,80129.31,ESCROW,TIER_1_STANDARD,NO,CLEAR,2,0.02,1
SWIFT_00002238,IN,RU,GBP,185944.44,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,8,0.19,0
SWIFT_00002239,CH,IN,EUR,208852.54,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,POTENTIAL_SANCTION_MATCH,3,0.17,1
SWIFT_00002240,AE,RU,AED,173076.91,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.28,0
SWIFT_00002241,US,VG,EUR,152049.30,ESCROW,TIER_1_STANDARD,NO,CLEAR,14,0.63,1
SWIFT_00002242,AE,SG,USD,6301.69,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.35,0
SWIFT_00002243,KY,RU,EUR,88942.56,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.18,1
SWIFT_00002244,PA,HK,GBP,151882.48,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,15,0.08,1
SWIFT_00002245,KY,CY,SGD,59844.78,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.92,1
SWIFT_00002246,US,GB,INR,84255.65,ESCROW,TIER_1_STANDARD,NO,CLEAR,4,0.44,0
SWIFT_00002247,GB,HK,INR,194106.11,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,1,0.18,0
SWIFT_00002248,CH,AE,USD,167944.86,ESCROW,TIER_2_ENHANCED,NO,CLEAR,13,0.28,0
SWIFT_00002249,SG,IN,INR,217241.92,ESCROW,TIER_2_ENHANCED,NO,CLEAR,2,0.78,0
SWIFT_00002250,CH,RU,GBP,117677.86,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,15,0.66,1
SWIFT_00002251,SG,US,EUR,216001.22,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,8,0.99,0
SWIFT_00002252,US,GB,SGD,90461.70,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.60,0
SWIFT_00002253,IN,IN,GBP,99207.62,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,3,0.11,0
SWIFT_00002254,SG,CY,GBP,151765.21,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,2,0.14,0
SWIFT_00002255,US,US,USD,129879.06,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,9,0.63,1
SWIFT_00002256,DE,RU,GBP,238442.20,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,7,0.03,1
SWIFT_00002257,DE,US,INR,105272.42,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,6,0.01,1
SWIFT_00002258,IN,IN,SGD,236531.61,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,5,0.15,1
SWIFT_00002259,AE,IN,AED,223436.30,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,5,0.73,1
SWIFT_00002260,KY,SG,EUR,49549.87,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,12,0.25,1
SWIFT_00002261,CH,VG,INR,90121.31,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.82,1
SWIFT_00002262,CH,CY,AED,236094.65,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,9,0.34,0
SWIFT_00002263,KY,IN,INR,168520.35,ESCROW,TIER_1_STANDARD,NO,CLEAR,5,0.93,1
SWIFT_00002264,GB,VG,GBP,107948.02,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.41,0
SWIFT_00002265,CH,GB,SGD,238918.32,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.66,0
SWIFT_00002266,IN,GB,EUR,122876.86,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,4,0.67,1
SWIFT_00002267,DE,VG,AED,35082.61,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,9,0.56,1
SWIFT_00002268,AE,HK,GBP,7720.72,ESCROW,TIER_2_ENHANCED,NO,CLEAR,15,0.18,0
SWIFT_00002269,AE,CY,SGD,200160.31,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,15,0.46,1
SWIFT_00002270,KY,SG,SGD,102608.47,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,3,0.66,1
SWIFT_00002271,SG,CY,AED,194376.12,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.55,1
SWIFT_00002272,IN,AE,AED,176231.97,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,5,0.76,1
SWIFT_00002273,PA,GB,INR,198677.23,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,8,0.05,1
SWIFT_00002274,AE,RU,EUR,36310.98,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.10,0
SWIFT_00002275,DE,SG,USD,85261.97,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.34,0
SWIFT_00002276,US,IN,USD,91754.55,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,10,0.22,0
SWIFT_00002277,AE,VG,GBP,193695.46,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,13,0.54,1
SWIFT_00002278,AE,RU,GBP,31399.28,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,1,0.64,0
SWIFT_00002279,KY,CY,SGD,99870.33,ESCROW,TIER_1_STANDARD,NO,CLEAR,12,0.40,1
SWIFT_00002280,IN,AE,USD,160941.86,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,9,0.10,1
SWIFT_00002281,SG,CY,USD,29921.38,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,11,0.98,1
SWIFT_00002282,SG,IN,USD,228329.82,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,5,0.61,1
SWIFT_00002283,SG,GB,INR,229161.59,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.88,0
SWIFT_00002284,IN,AE,GBP,159405.15,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,10,0.31,1
SWIFT_00002285,AE,AE,USD,203832.84,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,12,0.77,1
SWIFT_00002286,CH,VG,USD,241984.33,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,9,0.19,1
SWIFT_00002287,KY,US,EUR,205043.98,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,6,0.07,1
SWIFT_00002288,DE,SG,SGD,12197.02,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,15,0.22,0
SWIFT_00002289,IN,US,GBP,82730.23,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,7,0.45,0
SWIFT_00002290,PA,SG,SGD,51235.01,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,14,0.25,1
SWIFT_00002291,AE,CY,GBP,201101.11,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,11,0.76,1
SWIFT_00002292,IN,IN,INR,120636.79,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,5,0.46,1
SWIFT_00002293,SG,SG,EUR,33434.54,ESCROW,TIER_2_ENHANCED,NO,CLEAR,6,0.10,0
SWIFT_00002294,DE,US,USD,181580.19,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.10,1
SWIFT_00002295,KY,US,EUR,48153.80,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,10,0.40,1
SWIFT_00002296,AE,VG,USD,203651.88,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,5,0.98,0
SWIFT_00002297,GB,AE,GBP,31496.72,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,8,0.44,1
SWIFT_00002298,US,IN,AED,63139.24,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,10,0.40,1
SWIFT_00002299,US,SG,AED,68762.81,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,14,0.10,0
SWIFT_00002300,PA,HK,USD,52931.65,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,5,0.45,1
SWIFT_00002301,AE,US,AED,184363.11,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,2,0.47,1
SWIFT_00002302,PA,VG,GBP,114885.39,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,4,0.89,1
SWIFT_00002303,PA,US,USD,109369.63,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,13,0.94,1
SWIFT_00002304,CH,US,GBP,21927.64,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,8,0.05,0
SWIFT_00002305,CH,AE,GBP,144708.39,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,11,0.53,1
SWIFT_00002306,US,AE,USD,126212.47,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,6,0.79,0
SWIFT_00002307,CH,RU,SGD,156144.46,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,10,0.68,1
SWIFT_00002308,GB,SG,SGD,9476.89,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.90,0
SWIFT_00002309,AE,US,INR,135714.37,OFFSHORE_TRUST,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,7,0.11,1
SWIFT_00002310,CH,SG,AED,209629.98,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,10,0.60,1
SWIFT_00002311,GB,HK,USD,7889.74,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,12,0.57,1
SWIFT_00002312,AE,HK,GBP,93945.07,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.27,0
SWIFT_00002313,GB,AE,GBP,210866.19,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,4,0.81,0
SWIFT_00002314,US,VG,EUR,139055.92,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,10,0.75,1
SWIFT_00002315,KY,GB,AED,207860.54,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,15,0.88,1
SWIFT_00002316,SG,HK,EUR,113301.39,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,7,0.86,1
SWIFT_00002317,DE,AE,AED,82022.72,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,14,0.75,1
SWIFT_00002318,IN,CY,EUR,188029.14,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.21,1
SWIFT_00002319,SG,RU,GBP,98122.34,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,11,0.49,1
SWIFT_00002320,KY,SG,AED,209619.35,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,13,0.82,1
SWIFT_00002321,KY,AE,INR,50147.61,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,5,0.93,1
SWIFT_00002322,CH,GB,SGD,49834.74,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,14,0.56,1
SWIFT_00002323,AE,AE,EUR,117061.41,ESCROW,TIER_1_STANDARD,NO,CLEAR,14,0.95,0
SWIFT_00002324,DE,HK,AED,185211.21,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.10,0
SWIFT_00002325,KY,VG,AED,55974.99,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,13,0.15,1
SWIFT_00002326,GB,SG,USD,172429.77,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,5,0.33,1
SWIFT_00002327,KY,VG,USD,37301.81,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.74,1
SWIFT_00002328,AE,US,USD,111903.99,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,11,0.23,1
SWIFT_00002329,CH,US,AED,164278.05,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,5,0.70,1
SWIFT_00002330,KY,US,AED,91718.14,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,3,0.24,1
SWIFT_00002331,US,AE,USD,82313.53,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,1,0.43,1
SWIFT_00002332,GB,IN,GBP,69191.48,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,3,0.94,0
SWIFT_00002333,GB,SG,EUR,237435.12,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,4,0.06,1
SWIFT_00002334,DE,HK,EUR,196050.50,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,15,0.55,0
SWIFT_00002335,US,RU,USD,167448.25,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.89,0
SWIFT_00002336,PA,US,EUR,189791.72,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,6,0.28,1
SWIFT_00002337,GB,HK,INR,105095.76,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.09,1
SWIFT_00002338,SG,IN,USD,21053.68,ESCROW,TIER_2_ENHANCED,YES,CLEAR,7,0.07,1
SWIFT_00002339,AE,SG,AED,243652.19,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,2,0.34,1
SWIFT_00002340,CH,RU,USD,72809.98,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.11,0
SWIFT_00002341,AE,IN,INR,143360.03,ESCROW,TIER_2_ENHANCED,YES,CLEAR,3,0.12,1
SWIFT_00002342,CH,GB,GBP,247577.32,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,15,0.72,1
SWIFT_00002343,CH,RU,SGD,206490.10,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,13,0.01,1
SWIFT_00002344,KY,HK,EUR,194701.23,ESCROW,TIER_1_STANDARD,NO,CLEAR,11,0.97,1
SWIFT_00002345,SG,RU,SGD,105158.49,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,4,0.86,1
SWIFT_00002346,AE,SG,AED,190986.11,ESCROW,TIER_1_STANDARD,NO,CLEAR,14,0.16,0
SWIFT_00002347,DE,AE,USD,55514.13,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,3,0.81,0
SWIFT_00002348,DE,US,INR,56216.84,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.39,0
SWIFT_00002349,IN,HK,EUR,83775.58,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,15,0.74,1
SWIFT_00002350,GB,HK,AED,103263.92,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,4,0.08,1
SWIFT_00002351,AE,AE,AED,227467.00,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,2,0.81,1
SWIFT_00002352,US,CY,SGD,173129.02,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,3,0.32,1
SWIFT_00002353,KY,AE,GBP,156844.34,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.08,1
SWIFT_00002354,SG,US,SGD,48835.89,ESCROW,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,11,0.15,1
SWIFT_00002355,CH,US,EUR,38546.61,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.32,0
SWIFT_00002356,CH,IN,AED,145175.36,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,7,0.18,1
SWIFT_00002357,GB,RU,EUR,216835.41,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,3,0.96,0
SWIFT_00002358,KY,HK,INR,117645.86,ESCROW,TIER_1_STANDARD,NO,CLEAR,5,0.59,1
SWIFT_00002359,AE,VG,INR,90122.93,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,10,0.69,1
SWIFT_00002360,DE,GB,INR,197790.90,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,9,0.29,1
SWIFT_00002361,GB,US,USD,237883.76,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.09,1
SWIFT_00002362,DE,GB,SGD,1624.12,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,7,0.84,1
SWIFT_00002363,CH,VG,GBP,98182.46,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,6,0.68,0
SWIFT_00002364,US,SG,GBP,226298.20,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,4,0.05,0
SWIFT_00002365,DE,AE,USD,89740.45,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,10,0.88,0
SWIFT_00002366,PA,VG,GBP,137747.92,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,10,0.82,1
SWIFT_00002367,KY,HK,INR,191726.65,ESCROW,TIER_2_ENHANCED,NO,CLEAR,10,0.43,1
SWIFT_00002368,KY,HK,SGD,158196.37,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,10,0.37,1
SWIFT_00002369,GB,SG,EUR,46166.39,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,15,0.49,1
SWIFT_00002370,KY,CY,EUR,195957.87,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,10,0.32,1
SWIFT_00002371,US,RU,EUR,225558.58,ESCROW,TIER_2_ENHANCED,YES,CLEAR,6,0.56,1
SWIFT_00002372,IN,IN,AED,202850.98,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,5,0.57,0
SWIFT_00002373,IN,CY,EUR,10938.27,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,7,0.61,1
SWIFT_00002374,IN,VG,USD,55327.04,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.95,0
SWIFT_00002375,SG,SG,AED,210318.76,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,9,0.49,1
SWIFT_00002376,PA,GB,USD,123557.43,ESCROW,TIER_2_ENHANCED,NO,CLEAR,6,0.46,1
SWIFT_00002377,PA,SG,USD,179956.25,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,7,0.59,1
SWIFT_00002378,GB,IN,INR,246704.84,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.44,0
SWIFT_00002379,CH,IN,EUR,229636.65,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,2,0.79,1
SWIFT_00002380,CH,VG,EUR,167096.60,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,2,0.18,1
SWIFT_00002381,DE,IN,EUR,234648.86,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,7,0.82,1
SWIFT_00002382,CH,GB,SGD,55851.86,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,15,0.46,1
SWIFT_00002383,AE,US,EUR,70138.87,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,14,0.31,1
SWIFT_00002384,CH,RU,USD,158206.44,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,12,0.76,1
SWIFT_00002385,PA,AE,EUR,218724.45,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.47,1
SWIFT_00002386,DE,US,USD,108802.69,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.84,1
SWIFT_00002387,GB,HK,INR,104679.82,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,6,0.13,1
SWIFT_00002388,US,GB,SGD,209834.72,OFFSHORE_TRUST,TIER_1_STANDARD,YES,CLEAR,14,0.76,1
SWIFT_00002389,KY,US,USD,54759.87,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,12,0.79,1
